são;QUANTIDADE
420420 Chapecó;808
420425 Cocal do Sul;36
420430 Concórdia;272
420435 Cordilheira Alta;4
420440 Coronel Freitas;27
420445 Coronel Martins;7
420455 Correia Pinto;24
420450 Corupá;37
420460 Criciúma;669
420470 Cunha Porã;32
420475 Cunhataí;5
420480 Curitibanos;143
420490 Descanso;20
420500 Dionísio Cerqueira;33
420510 Dona Emma;9
420515 Doutor Pedrinho;4
420517 Entre Rios;5
420519 Ermo;8
420520 Erval Velho;8
420530 Faxinal dos Guedes;29
420535 Flor do Sertão;4
420540 Florianópolis;1488
420543 Formosa do Sul;7
420545 Forquilhinha;32
420550 Fraiburgo;138
420555 Frei Rogério;2
420560 Galvão;7
420570 Garopaba;47
420580 Garuva;34
420590 Gaspar;129
420600 Governador Celso Ramos;14
420610 Grão Pará;12
420620 Gravatal;19
420630 Guabiruba;34
420640 Guaraciaba;26
420650 Guaramirim;79
420660 Guarujá do Sul;11
420665 Guatambú;5
420670 Herval d'Oeste;23
420675 Ibiam;7
420680 Ibicaré;6
420690 Ibirama;48
420700 Içara;104
420710 Ilhota;13
420720 Imaruí;17
420730 Imbituba;116
420740 Imbuia;7
420750 Indaial;149
420757 Iomerê;7
420760 Ipira;14
420765 Iporã do Oeste;27
420768 Ipuaçu;9
420770 Ipumirim;13
420775 Iraceminha;10
420780 Irani;21
420785 Irati;4
420790 Irineópolis;17
420800 Itá;31
420810 Itaiópolis;35
420820 Itajaí;915
420830 Itapema;241
420840 Itapiranga;34
420845 Itapoá;31
420850 Ituporanga;64
420860 Jaborá;11
420870 Jacinto Machado;19
420880 Jaguaruna;44
420890 Jaraguá do Sul;628
420895 Jardinópolis;6
420900 Joaçaba;337
420910 Joinville;1467
420915 José Boiteux;8
420917 Jupiá;4
420920 Lacerdópolis;5
420930 Lages;787
420940 Laguna;85
420945 Lajeado Grande;4
420950 Laurentino;12
420960 Lauro Muller;32
420970 Lebon Régis;14
420980 Leoberto Leal;4
420985 Lindóia do Sul;6
420990 Lontras;13
421000 Luiz Alves;32
421003 Luzerna;9
421005 Macieira;5
421010 Mafra;148
421020 Major Gercino;8
421030 Major Vieira;8
421040 Maracajá;9
421050 Maravilha;95
421055 Marema;3
421060 Massaranduba;38
421070 Matos Costa;7
421080 Meleiro;16
421085 Mirim Doce;5
421090 Modelo;11
421100 Mondaí;29
421105 Monte Carlo;20
421110 Monte Castelo;14
421120 Morro da Fumaça;27
421125 Morro Grande;8
421130 Navegantes;108
421140 Nova Erechim;14
421145 Nova Itaberaba;9
421150 Nova Trento;23
421160 Nova Veneza;34
421165 Novo Horizonte;3
421170 Orleans;63
421175 Otacílio Costa;38
421180 Ouro;15
421185 Ouro Verde;4
421187 Paial;4
421189 Painel;6
421190 Palhoça;170
421200 Palma Sola;14
421205 Palmeira;7
421210 Palmitos;47
421220 Papanduva;28
421223 Paraíso;8
421225 Passo de Torres;7
421227 Passos Maia;12
421230 Paulo Lopes;9
421240 Pedras Grandes;9
421250 Penha;46
421260 Peritiba;7
421265 Pescaria Brava;10
421270 Petrolândia;8
421290 Pinhalzinho;108
421300 Pinheiro Preto;5
421310 Piratuba;11
421315 Planalto Alegre;8
421320 Pomerode;94
421330 Ponte Alta;10
421335 Ponte Alta do Norte;8
421340 Ponte Serrada;25
421350 Porto Belo;33
421360 Porto União;136
421370 Pouso Redondo;29
421380 Praia Grande;24
421390 Presidente Castello Branco;5
421400 Presidente Getúlio;28
421410 Presidente Nereu;3
421415 Princesa;5
421420 Quilombo;33
421430 Rancho Queimado;5
421440 Rio das Antas;12
421450 Rio do Campo;15
421460 Rio do Oeste;17
421480 Rio do Sul;355
421470 Rio dos Cedros;24
421490 Rio Fortuna;8
421500 Rio Negrinho;74
421505 Rio Rufino;6
421507 Riqueza;11
421510 Rodeio;27
421520 Romelândia;11
421530 Salete;17
421535 Saltinho;2
421540 Salto Veloso;11
421545 Sangão;10
421550 Santa Cecília;35
421555 Santa Helena;5
421560 Santa Rosa de Lima;3
421565 Santa Rosa do Sul;13
421567 Santa Terezinha;6
421568 Santa Terezinha do Progresso;3
421569 Santiago do Sul;5
421570 Santo Amaro da Imperatriz;40
421580 São Bento do Sul;211
421575 São Bernardino;4
421590 São Bonifácio;9
421600 São Carlos;31
421605 São Cristovão do Sul;4
421610 São Domingos;36
421620 São Francisco do Sul;105
421630 São João Batista;47
421635 São João do Itaperiú;8
421625 São João do Oeste;12
421640 São João do Sul;12
421650 São Joaquim;50
421660 São José;314
421670 São José do Cedro;31
421680 São José do Cerrito;6
421690 São Lourenço do Oeste;100
421700 São Ludgero;16
421710 São Martinho;10
421715 São Miguel da Boa Vista;4
421720 São Miguel do Oeste;232
421725 São Pedro de Alcântara;7
421730 Saudades;23
421740 Schroeder;25
421750 Seara;54
421755 Serra Alta;10
421760 Siderópolis;18
421770 Sombrio;59
421775 Sul Brasil;3
421780 Taió;52
421790 Tangará;15
421795 Tigrinhos;4
421800 Tijucas;67
421810 Timbé do Sul;12
421820 Timbó;142
421825 Timbó Grande;7
421830 Três Barras;28
421835 Treviso;9
421840 Treze de Maio;13
421850 Treze Tílias;19
421860 Trombudo Central;22
421870 Tubarão;400
421875 Tunápolis;14
421880 Turvo;37
421885 União do Oeste;4
421890 Urubici;24
421895 Urupema;5
421900 Urussanga;50
421910 Vargeão;11
421915 Vargem;6
421917 Vargem Bonita;8
421920 Vidal Ramos;11
421930 Videira;230
421935 Vitor Meireles;11
421940 Witmarsum;9
421950 Xanxerê;230
421960 Xavantina;6
421970 Xaxim;80
421985 Zortéa;7
430003 Aceguá;6
430005 Água Santa;5
430010 Agudo;27
430020 Ajuricaba;15
430030 Alecrim;12
430040 Alegrete;172
430045 Alegria;11
430047 Almirante Tamandaré do Sul;6
430050 Alpestre;12
430055 Alto Alegre;5
430057 Alto Feliz;4
430060 Alvorada;92
430063 Amaral Ferrador;6
430064 Ametista do Sul;10
430066 André da Rocha;4
430070 Anta Gorda;19
430080 Antônio Prado;54
430085 Arambaré;10
430087 Araricá;5
430090 Aratiba;8
430100 Arroio do Meio;52
430107 Arroio do Padre;4
430105 Arroio do Sal;12
430120 Arroio do Tigre;28
430110 Arroio dos Ratos;20
430130 Arroio Grande;25
430140 Arvorezinha;14
430150 Augusto Pestana;14
430155 Áurea;4
430160 Bagé;238
430163 Balneário Pinhal;13
430165 Barão;10
430170 Barão de Cotegipe;10
430175 Barão do Triunfo;6
430185 Barra do Guarita;4
430187 Barra do Quaraí;6
430190 Barra do Ribeiro;19
430192 Barra do Rio Azul;3
430195 Barra Funda;4
430180 Barracão;8
430200 Barros Cassal;20
430205 Benjamin Constant do Sul;6
430210 Bento Gonçalves;332
430215 Boa Vista das Missões;4
430220 Boa Vista do Buricá;21
430222 Boa Vista do Cadeado;4
430223 Boa Vista do Incra;2
430225 Boa Vista do Sul;5
430230 Bom Jesus;27
430235 Bom Princípio;30
430237 Bom Progresso;3
430240 Bom Retiro do Sul;24
430245 Boqueirão do Leão;15
430250 Bossoroca;17
430258 Bozano;4
430260 Braga;7
430265 Brochier;13
430270 Butiá;35
430280 Caçapava do Sul;38
430290 Cacequi;25
430300 Cachoeira do Sul;213
430310 Cachoeirinha;183
430320 Cacique Doble;10
430330 Caibaté;14
430340 Caiçara;13
430350 Camaquã;279
430355 Camargo;8
430360 Cambará do Sul;12
430367 Campestre da Serra;4
430370 Campina das Missões;10
430380 Campinas do Sul;10
430390 Campo Bom;113
430400 Campo Novo;5
430410 Campos Borges;10
430420 Candelária;44
430430 Cândido Godói;16
430435 Candiota;20
430440 Canela;86
430450 Canguçu;67
430460 Canoas;630
430461 Canudos do Vale;5
430462 Capão Bonito do Sul;4
430463 Capão da Canoa;99
430465 Capão do Cipó;5
430466 Capão do Leão;15
430468 Capela de Santana;10
430469 Capitão;4
430467 Capivari do Sul;5
430471 Caraá;6
430470 Carazinho;248
430480 Carlos Barbosa;80
430485 Carlos Gomes;3
430490 Casca;35
430495 Caseiros;6
430500 Catuípe;9
430510 Caxias do Sul;1316
430511 Centenário;4
430512 Cerrito;6
430513 Cerro Branco;8
430515 Cerro Grande;4
430517 Cerro Grande do Sul;13
430520 Cerro Largo;51
430530 Chapada;18
430535 Charqueadas;79
430537 Charrua;3
430540 Chiapetta;7
430543 Chuí;7
430544 Chuvisca;10
430545 Cidreira;12
430550 Ciríaco;11
430558 Colinas;5
430560 Colorado;5
430570 Condor;8
430580 Constantina;15
430583 Coqueiro Baixo;3
430585 Coqueiros do Sul;6
430587 Coronel Barros;6
430590 Coronel Bicaco;13
430593 Coronel Pilar;2
430595 Cotiporã;4
430597 Coxilha;2
430600 Crissiumal;27
430605 Cristal;16
430607 Cristal do Sul;6
430610 Cruz Alta;195
430613 Cruzaltense;3
430620 Cruzeiro do Sul;16
430630 David Canabarro;8
430632 Derrubadas;5
430635 Dezesseis de Novembro;5
430637 Dilermando de Aguiar;5
430640 Dois Irmãos;113
430642 Dois Irmãos das Missões;4
430645 Dois Lajeados;13
430650 Dom Feliciano;18
430660 Dom Pedrito;92
430655 Dom Pedro de Alcântara;2
430670 Dona Francisca;5
430673 Doutor Maurício Cardoso;9
430675 Doutor Ricardo;5
430676 Eldorado do Sul;24
430680 Encantado;126
430690 Encruzilhada do Sul;41
430692 Engenho Velho;5
430695 Entre Rios do Sul;5
430693 Entre-Ijuís;13
430697 Erebango;3
430700 Erechim;415
430705 Ernestina;4
430720 Erval Grande;5
430730 Erval Seco;10
430740 Esmeralda;4
430745 Esperança do Sul;4
430750 Espumoso;36
430755 Estação;16
430760 Estância Velha;68
430770 Esteio;172
430780 Estrela;109
430781 Estrela Velha;9
430783 Eugênio de Castro;5
430786 Fagundes Varela;3
430790 Farroupilha;163
430800 Faxinal do Soturno;21
430805 Faxinalzinho;3
430807 Fazenda Vilanova;5
430810 Feliz;20
430820 Flores da Cunha;152
430825 Floriano Peixoto;4
430830 Fontoura Xavier;11
430840 Formigueiro;10
430843 Forquetinha;2
430845 Fortaleza dos Valos;11
430850 Frederico Westphalen;141
430860 Garibaldi;113
430865 Garruchos;8
430870 Gaurama;17
430880 General Câmara;11
430885 Gentil;4
430890 Getúlio Vargas;42
430900 Giruá;47
430905 Glorinha;7
430910 Gramado;194
430912 Gramado dos Loureiros;5
430915 Gramado Xavier;3
430920 Gravataí;347
430925 Guabiju;4
430930 Guaíba;121
430940 Guaporé;110
430950 Guarani das Missões;21
430955 Harmonia;11
430710 Herval;16
430957 Herveiras;3
430960 Horizontina;60
430965 Hulha Negra;4
430970 Humaitá;12
430975 Ibarama;6
430980 Ibiaçá;11
430990 Ibiraiaras;11
430995 Ibirapuitã;6
431000 Ibirubá;100
431010 Igrejinha;69
431020 Ijuí;306
431030 Ilópolis;13
431033 Imbé;20
431036 Imigrante;8
431040 Independência;16
431041 Inhacorá;4
431043 Ipê;10
431046 Ipiranga do Sul;1
431050 Iraí;14
431053 Itaara;6
431055 Itacurubi;2
431057 Itapuca;4
431060 Itaqui;62
431065 Itati;5
431070 Itatiba do Sul;9
431075 Ivorá;4
431080 Ivoti;40
431085 Jaboticaba;10
431087 Jacuizinho;2
431090 Jacutinga;4
431100 Jaguarão;46
431110 Jaguari;25
431112 Jaquirana;7
431113 Jari;4
431115 Jóia;11
431120 Júlio de Castilhos;44
431123 Lagoa Bonita do Sul;2
431127 Lagoa dos Três Cantos;4
431130 Lagoa Vermelha;70
431125 Lagoão;5
431140 Lajeado;419
431142 Lajeado do Bugre;4
431150 Lavras do Sul;16
431160 Liberato Salzano;9
431162 Lindolfo Collor;5
431164 Linha Nova;3
431171 Maçambará;7
431170 Machadinho;14
431173 Mampituba;7
431175 Manoel Viana;6
431177 Maquiné;7
431179 Maratá;8
431180 Marau;165
431190 Marcelino Ramos;13
431198 Mariana Pimentel;4
431200 Mariano Moro;3
431205 Marques de Souza;11
431210 Mata;9
431213 Mato Castelhano;2
431215 Mato Leitão;4
431217 Mato Queimado;5
431220 Maximiliano de Almeida;11
431225 Minas do Leão;8
431230 Miraguaí;7
431235 Montauri;5
431237 Monte Alegre dos Campos;4
431238 Monte Belo do Sul;6
431240 Montenegro;140
431242 Mormaço;8
431244 Morrinhos do Sul;6
431245 Morro Redondo;8
431247 Morro Reuter;6
431250 Mostardas;18
431260 Muçum;16
431261 Muitos Capões;3
431262 Muliterno;6
431265 Não-Me-Toque;51
431267 Nicolau Vergueiro;4
431270 Nonoai;22
431275 Nova Alvorada;5
431280 Nova Araçá;14
431290 Nova Bassano;33
431295 Nova Boa Vista;5
431300 Nova Bréscia;12
431301 Nova Candelária;6
431303 Nova Esperança do Sul;6
431306 Nova Hartz;16
431308 Nova Pádua;2
431310 Nova Palma;16
431320 Nova Petrópolis;80
431330 Nova Prata;142
431333 Nova Ramada;5
431335 Nova Roma do Sul;4
431337 Nova Santa Rita;29
431349 Novo Barreiro;4
431339 Novo Cabrais;9
431340 Novo Hamburgo;479
431342 Novo Machado;9
431344 Novo Tiradentes;4
431346 Novo Xingu;4
431350 Osório;108
431360 Paim Filho;9
431365 Palmares do Sul;12
431370 Palmeira das Missões;85
431380 Palmitinho;28
431390 Panambi;111
431395 Pantano Grande;14
431400 Paraí;32
431402 Paraíso do Sul;13
431403 Pareci Novo;8
431405 Parobé;38
431406 Passa Sete;4
431407 Passo do Sobrado;5
431410 Passo Fundo;971
431413 Paulo Bento;4
431415 Paverama;8
431417 Pedras Altas;3
431420 Pedro Osório;9
431430 Pejuçara;9
431440 Pelotas;893
431442 Picada Café;5
431445 Pinhal;3
431446 Pinhal da Serra;3
431447 Pinhal Grande;9
431449 Pinheirinho do Vale;7
431450 Pinheiro Machado;18
431454 Pinto Bandeira;4
431455 Pirapó;7
431460 Piratini;16
431470 Planalto;13
431475 Poço das Antas;4
431477 Pontão;5
431478 Ponte Preta;3
431480 Portão;61
431490 Porto Alegre;4816
431500 Porto Lucena;9
431505 Porto Mauá;6
431507 Porto Vera Cruz;3
431510 Porto Xavier;28
431513 Pouso Novo;3
431514 Presidente Lucena;5
431515 Progresso;14
431517 Protásio Alves;3
431520 Putinga;3
431530 Quaraí;50
431531 Quatro Irmãos;2
431532 Quevedos;6
431535 Quinze de Novembro;11
431540 Redentora;20
431545 Relvado;6
431550 Restinga Seca;22
431555 Rio dos Índios;3
431560 Rio Grande;408
431570 Rio Pardo;71
431575 Riozinho;8
431580 Roca Sales;10
431590 Rodeio Bonito;25
431595 Rolador;9
431600 Rolante;26
431610 Ronda Alta;19
431620 Rondinha;9
431630 Roque Gonzales;18
431640 Rosário do Sul;86
431642 Sagrada Família;6
431643 Saldanha Marinho;5
431645 Salto do Jacuí;28
431647 Salvador das Missões;9
431650 Salvador do Sul;16
431660 Sananduva;47
431710 Sant'Ana do Livramento;180
431670 Santa Bárbara do Sul;18
431673 Santa Cecília do Sul;2
431675 Santa Clara do Sul;11
431680 Santa Cruz do Sul;704
431697 Santa Margarida do Sul;3
431690 Santa Maria;888
431695 Santa Maria do Herval;9
431720 Santa Rosa;217
431725 Santa Tereza;2
431730 Santa Vitória do Palmar;62
431700 Santana da Boa Vista;8
431740 Santiago;186
431750 Santo Ângelo;525
431760 Santo Antônio da Patrulha;65
431770 Santo Antônio das Missões;23
431755 Santo Antônio do Palma;2
431775 Santo Antônio do Planalto;3
431780 Santo Augusto;30
431790 Santo Cristo;31
431795 Santo Expedito do Sul;3
431800 São Borja;165
431805 São Domingos do Sul;4
431810 São Francisco de Assis;28
431820 São Francisco de Paula;29
431830 São Gabriel;90
431840 São Jerônimo;58
431842 São João da Urtiga;5
431843 São João do Polêsine;7
431844 São Jorge;7
431845 São José das Missões;5
431846 São José do Herval;6
431848 São José do Hortêncio;5
431849 São José do Inhacorá;6
431850 São José do Norte;22
431860 São José do Ouro;19
431861 São José do Sul;7
431862 São José dos Ausentes;13
431870 São Leopoldo;326
431880 São Lourenço do Sul;69
431890 São Luiz Gonzaga;120
431900 São Marcos;75
431910 São Martinho;11
431912 São Martinho da Serra;4
431915 São Miguel das Missões;27
431920 São Nicolau;8
431930 São Paulo das Missões;13
431935 São Pedro da Serra;7
431936 São Pedro das Missões;3
431937 São Pedro do Butiá;6
431940 São Pedro do Sul;30
431950 São Sebastião do Caí;42
431960 São Sepé;30
431970 São Valentim;6
431971 São Valentim do Sul;4
431973 São Valério do Sul;5
431975 São Vendelino;3
431980 São Vicente do Sul;23
431990 Sapiranga;83
432000 Sapucaia do Sul;210
432010 Sarandi;56
432020 Seberi;24
432023 Sede Nova;4
432026 Segredo;14
432030 Selbach;11
432032 Senador Salgado Filho;4
432035 Sentinela do Sul;4
432040 Serafina Corrêa;90
432045 Sério;5
432050 Sertão;10
432055 Sertão Santana;15
432057 Sete de Setembro;3
432060 Severiano de Almeida;8
432065 Silveira Martins;5
432067 Sinimbu;17
432070 Sobradinho;51
432080 Soledade;114
432085 Tabaí;9
432090 Tapejara;100
432100 Tapera;29
432110 Tapes;27
432120 Taquara;113
432130 Taquari;65
432132 Taquaruçu do Sul;5
432135 Tavares;5
432140 Tenente Portela;45
432143 Terra de Areia;20
432145 Teutônia;93
432146 Tio Hugo;3
432147 Tiradentes do Sul;7
432149 Toropi;3
432150 Torres;120
432160 Tramandaí;82
432162 Travesseiro;4
432163 Três Arroios;5
432166 Três Cachoeiras;18
432170 Três Coroas;44
432180 Três de Maio;107
432183 Três Forquilhas;5
432185 Três Palmeiras;7
432190 Três Passos;119
432195 Trindade do Sul;10
432200 Triunfo;51
432210 Tucunduva;19
432215 Tunas;4
432218 Tupanci do Sul;4
432220 Tupanciretã;39
432225 Tupandi;14
432230 Tuparendi;28
432232 Turuçu;6
432234 Ubiretama;2
432235 União da Serra;3
432237 Unistalda;3
432240 Uruguaiana;299
432250 Vacaria;131
432253 Vale do Sol;15
432254 Vale Real;16
432252 Vale Verde;3
432255 Vanini;4
432260 Venâncio Aires;293
432270 Vera Cruz;71
432280 Veranópolis;167
432285 Vespasiano Correa;4
432290 Viadutos;11
432300 Viamão;107
432310 Vicente Dutra;6
432320 Victor Graeff;6
432330 Vila Flores;8
432335 Vila Lângaro;4
432340 Vila Maria;6
432345 Vila Nova do Sul;6
432350 Vista Alegre;6
432360 Vista Alegre do Prata;4
432370 Vista Gaúcha;4
432375 Vitória das Missões;4
432377 Westfalia;7
432380 Xangri-lá;16
500020 Água Clara;20
500025 Alcinópolis;10
500060 Amambai;65
500070 Anastácio;21
500080 Anaurilândia;16
500085 Angélica;17
500090 Antônio João;18
500100 Aparecida do Taboado;55
500110 Aquidauana;112
500124 Aral Moreira;12
500150 Bandeirantes;8
500190 Bataguassu;57
500200 Batayporã;15
500210 Bela Vista;35
500215 Bodoquena;16
500220 Bonito;30
500230 Brasilândia;20
500240 Caarapó;51
500260 Camapuã;37
500270 Campo Grande;1166
500280 Caracol;7
500290 Cassilândia;75
500295 Chapadão do Sul;68
500310 Corguinho;7
500315 Coronel Sapucaia;17
500320 Corumbá;160
500325 Costa Rica;49
500330 Coxim;73
500345 Deodápolis;35
500348 Dois Irmãos do Buriti;17
500350 Douradina;9
500370 Dourados;721
500375 Eldorado;15
500380 Fátima do Sul;40
500390 Figueirão;5
500400 Glória de Dourados;39
500410 Guia Lopes da Laguna;15
500430 Iguatemi;17
500440 Inocência;12
500450 Itaporã;28
500460 Itaquiraí;17
500470 Ivinhema;80
500480 Japorã;7
500490 Jaraguari;5
500500 Jardim;50
500510 Jateí;12
500515 Juti;13
500520 Ladário;18
500525 Laguna Carapã;14
500540 Maracaju;52
500560 Miranda;31
500568 Mundo Novo;26
500570 Naviraí;97
500580 Nioaque;20
500600 Nova Alvorada do Sul;31
500620 Nova Andradina;153
500625 Novo Horizonte do Sul;5
500627 Paraíso das Águas;10
500630 Paranaíba;133
500635 Paranhos;21
500640 Pedro Gomes;12
500660 Ponta Porã;114
500690 Porto Murtinho;15
500710 Ribas do Rio Pardo;31
500720 Rio Brilhante;92
500730 Rio Negro;10
500740 Rio Verde de Mato Grosso;30
500750 Rochedo;6
500755 Santa Rita do Pardo;8
500769 São Gabriel do Oeste;59
500780 Selvíria;14
500770 Sete Quedas;10
500790 Sidrolândia;53
500793 Sonora;30
500795 Tacuru;17
500797 Taquarussu;10
500800 Terenos;16
500830 Três Lagoas;296
500840 Vicentina;11
510010 Acorizal;9
510020 Água Boa;62
510025 Alta Floresta;132
510030 Alto Araguaia;36
510035 Alto Boa Vista;8
510040 Alto Garças;14
510050 Alto Paraguai;11
510060 Alto Taquari;16
510080 Apiacás;11
510100 Araguaiana;6
510120 Araguainha;3
510125 Araputanga;22
510130 Arenápolis;19
510140 Aripuanã;31
510160 Barão de Melgaço;13
510170 Barra do Bugres;46
510180 Barra do Garças;181
510185 Bom Jesus do Araguaia;10
510190 Brasnorte;36
510250 Cáceres;168
510260 Campinápolis;9
510263 Campo Novo do Parecis;52
510267 Campo Verde;83
510268 Campos de Júlio;30
510269 Canabrava do Norte;11
510270 Canarana;55
510279 Carlinda;16
510285 Castanheira;17
510300 Chapada dos Guimarães;25
510305 Cláudia;14
510310 Cocalinho;12
510320 Colíder;64
510325 Colniza;18
510330 Comodoro;35
510335 Confresa;45
510336 Conquista D'Oeste;10
510337 Cotriguaçu;18
510340 Cuiabá;1649
510343 Curvelândia;7
510345 Denise;15
510350 Diamantino;41
510360 Dom Aquino;10
510370 Feliz Natal;20
510380 Figueirópolis D'Oeste;8
510385 Gaúcha do Norte;24
510390 General Carneiro;10
510395 Glória D'Oeste;6
510410 Guarantã do Norte;41
510420 Guiratinga;21
510450 Indiavaí;6
510452 Ipiranga do Norte;12
510454 Itanhangá;12
510455 Itaúba;8
510460 Itiquira;29
510480 Jaciara;54
510490 Jangada;12
510500 Jauru;17
510510 Juara;73
510515 Juína;65
510517 Juruena;20
510520 Juscimeira;18
510523 Lambari D'Oeste;7
510525 Lucas do Rio Verde;183
510530 Luciara;5
510558 Marcelândia;16
510560 Matupá;25
510562 Mirassol d'Oeste;61
510590 Nobres;22
510600 Nortelândia;10
510610 Nossa Senhora do Livramento;11
510615 Nova Bandeirantes;22
510620 Nova Brasilândia;11
510621 Nova Canaã do Norte;18
510880 Nova Guarita;5
510618 Nova Lacerda;13
510885 Nova Marilândia;7
510890 Nova Maringá;11
510895 Nova Monte Verde;12
510622 Nova Mutum;133
510617 Nova Nazaré;10
510623 Nova Olímpia;21
510619 Nova Santa Helena;8
510624 Nova Ubiratã;19
510625 Nova Xavantina;20
510627 Novo Horizonte do Norte;10
510626 Novo Mundo;9
510631 Novo Santo Antônio;4
510628 Novo São Joaquim;11
510629 Paranaíta;16
510630 Paranatinga;26
510637 Pedra Preta;18
510642 Peixoto de Azevedo;30
510645 Planalto da Serra;8
510650 Poconé;30
510665 Pontal do Araguaia;11
510670 Ponte Branca;8
510675 Pontes e Lacerda;74
510677 Porto Alegre do Norte;12
510680 Porto dos Gaúchos;12
510682 Porto Esperidião;14
510685 Porto Estrela;11
510700 Poxoréo;18
510704 Primavera do Leste;149
510706 Querência;40
510715 Reserva do Cabaçal;4
510718 Ribeirão Cascalheira;19
510719 Ribeirãozinho;7
510720 Rio Branco;7
510757 Rondolândia;9
510760 Rondonópolis;663
510770 Rosário Oeste;18
510775 Salto do Céu;10
510724 Santa Carmem;14
510774 Santa Cruz do Xingu;6
510776 Santa Rita do Trivelato;12
510777 Santa Terezinha;8
510726 Santo Afonso;5
510779 Santo Antônio do Leste;7
510780 Santo Antônio do Leverger;13
510785 São Félix do Araguaia;21
510729 São José do Povo;4
510730 São José do Rio Claro;28
510735 São José do Xingu;9
510710 São José dos Quatro Marcos;26
510740 São Pedro da Cipa;5
510787 Sapezal;47
510788 Serra Nova Dourada;5
510790 Sinop;480
510792 Sorriso;189
510794 Tabaporã;17
510795 Tangará da Serra;264
510800 Tapurah;26
510805 Terra Nova do Norte;15
510810 Tesouro;6
510820 Torixoréu;9
510830 União do Sul;11
510835 Vale de São Domingos;12
510840 Várzea Grande;208
510850 Vera;17
510550 Vila Bela da Santíssima Trindade;25
510860 Vila Rica;18
520005 Abadia de Goiás;14
520010 Abadiânia;16
520013 Acreúna;27
520015 Adelândia;3
520017 Água Fria de Goiás;5
520020 Água Limpa;4
520025 Águas Lindas de Goiás;60
520030 Alexânia;31
520050 Aloândia;3
520055 Alto Horizonte;6
520060 Alto Paraíso de Goiás;8
520080 Alvorada do Norte;16
520082 Amaralina;4
520085 Americano do Brasil;6
520090 Amorinópolis;4
520110 Anápolis;482
520120 Anhanguera;3
520130 Anicuns;28
520140 Aparecida de Goiânia;292
520145 Aparecida do Rio Doce;3
520150 Aporé;4
520160 Araçu;12
520170 Aragarças;28
520180 Aragoiânia;11
520215 Araguapaz;7
520235 Arenópolis;5
520250 Aruanã;9
520260 Aurilândia;7
520280 Avelinópolis;4
520310 Baliza;12
520320 Barro Alto;9
520330 Bela Vista de Goiás;34
520340 Bom Jardim de Goiás;13
520350 Bom Jesus de Goiás;44
520355 Bonfinópolis;9
520357 Bonópolis;4
520360 Brazabrantes;4
520380 Britânia;8
520390 Buriti Alegre;12
520393 Buriti de Goiás;6
520396 Buritinópolis;4
520400 Cabeceiras;8
520410 Cachoeira Alta;11
520420 Cachoeira de Goiás;3
520425 Cachoeira Dourada;11
520430 Caçu;26
520440 Caiapônia;15
520450 Caldas Novas;173
520455 Caldazinha;3
520460 Campestre de Goiás;2
520470 Campinorte;20
520480 Campo Alegre de Goiás;7
520485 Campo Limpo de Goiás;4
520490 Campos Belos;24
520495 Campos Verdes;4
520500 Carmo do Rio Verde;7
520505 Castelândia;5
520510 Catalão;506
520520 Caturaí;9
520530 Cavalcante;8
520540 Ceres;155
520545 Cezarina;13
520547 Chapadão do Céu;12
520549 Cidade Ocidental;42
520551 Cocalzinho de Goiás;17
520552 Colinas do Sul;7
520570 Córrego do Ouro;4
520580 Corumbá de Goiás;12
520590 Corumbaíba;10
520620 Cristalina;57
520630 Cristianópolis;4
520640 Crixás;40
520650 Cromínia;11
520660 Cumari;4
520670 Damianópolis;5
520680 Damolândia;9
520690 Davinópolis;3
520710 Diorama;3
520830 Divinópolis de Goiás;6
520725 Doverlândia;8
520735 Edealina;8
520740 Edéia;20
520750 Estrela do Norte;4
520753 Faina;8
520760 Fazenda Nova;6
520780 Firminópolis;15
520790 Flores de Goiás;11
520800 Formosa;131
520810 Formoso;9
520815 Gameleira de Goiás;8
520840 Goianápolis;13
520850 Goiandira;5
520860 Goianésia;104
520870 Goiânia;3588
520880 Goianira;40
520890 Goiás;36
520910 Goiatuba;116
520915 Gouvelândia;5
520920 Guapó;18
520929 Guaraíta;4
520940 Guarani de Goiás;4
520945 Guarinos;3
520960 Heitoraí;6
520970 Hidrolândia;27
520980 Hidrolina;9
520990 Iaciara;8
520993 Inaciolândia;9
520995 Indiara;20
521000 Inhumas;80
521010 Ipameri;81
521015 Ipiranga de Goiás;4
521020 Iporá;72
521030 Israelândia;5
521040 Itaberaí;53
521056 Itaguari;7
521060 Itaguaru;11
521080 Itajá;7
521090 Itapaci;23
521100 Itapirapuã;9
521120 Itapuranga;35
521130 Itarumã;8
521140 Itauçu;7
521150 Itumbiara;474
521160 Ivolândia;6
521170 Jandaia;7
521180 Jaraguá;48
521190 Jataí;216
521200 Jaupaci;3
521205 Jesúpolis;3
521210 Joviânia;10
521220 Jussara;33
521225 Lagoa Santa;3
521230 Leopoldo de Bulhões;7
521250 Luziânia;279
521260 Mairipotaba;4
521270 Mambaí;7
521280 Mara Rosa;19
521290 Marzagão;3
521295 Matrinchã;7
521300 Maurilândia;12
521305 Mimoso de Goiás;4
521308 Minaçu;32
521310 Mineiros;111
521340 Moiporá;6
521350 Monte Alegre de Goiás;9
521370 Montes Claros de Goiás;11
521375 Montividiu;13
521377 Montividiu do Norte;6
521380 Morrinhos;78
521385 Morro Agudo de Goiás;3
521390 Mossâmedes;6
